,0
503,0.88671875
504,0.8875
505,0.8828125
506,0.88828125
507,0.878125
508,0.8890625
509,0.8796875
510,0.88671875
511,0.88671875
512,0.8875
513,0.88984375
514,0.8890625
515,0.88828125
516,0.89296875
517,0.8890625
518,0.89296875
519,0.8875
520,0.89453125
521,0.88984375
522,0.89296875
523,0.8890625
524,0.89453125
525,0.89140625
526,0.89375
527,0.89140625
528,0.89375
529,0.89140625
530,0.896875
531,0.88984375
532,0.89765625
533,0.8859375
534,0.884375
535,0.88515625
536,0.875
537,0.8796875
538,0.88359375
539,0.89375
540,0.8921875
541,0.88359375
542,0.8890625
543,0.89609375
544,0.8984375
545,0.89375
546,0.88984375
547,0.89609375
548,0.896875
549,0.896875
550,0.89453125
551,0.9
552,0.8984375
553,0.8953125
554,0.9
555,0.8984375
556,0.8984375
557,0.89765625
558,0.89453125
559,0.9
560,0.9
561,0.89609375
562,0.9015625
563,0.9
564,0.89921875
565,0.90234375
566,0.89609375
567,0.90078125
568,0.89765625
569,0.9015625
570,0.903125
571,0.90078125
572,0.9046875
573,0.90234375
574,0.90234375
575,0.90390625
576,0.903125
577,0.903125
578,0.90546875
579,0.9
580,0.90859375
581,0.903125
582,0.90625
583,0.9015625
584,0.9046875
585,0.9
586,0.903125
587,0.9015625
588,0.90234375
589,0.90234375
590,0.903125
591,0.90234375
592,0.90703125
593,0.90625
594,0.90625
595,0.9109375
596,0.903125
597,0.90703125
598,0.903125
599,0.90390625
600,0.9046875
601,0.90390625
602,0.90390625
603,0.90703125
604,0.90625
605,0.909375
606,0.909375
607,0.909375
608,0.9078125
609,0.9078125
610,0.909375
611,0.90390625
612,0.90859375
613,0.90234375
614,0.9125
615,0.903125
616,0.909375
617,0.90390625
618,0.91171875
619,0.909375
620,0.91015625
621,0.9125
622,0.90859375
623,0.91328125
624,0.909375
625,0.91328125
626,0.9078125
627,0.9125
628,0.909375
629,0.91171875
630,0.91171875
631,0.9078125
632,0.91328125
633,0.91171875
634,0.9078125
635,0.9109375
636,0.9125
637,0.91328125
638,0.9140625
639,0.91171875
640,0.91328125
641,0.9078125
642,0.91484375
643,0.90703125
644,0.9140625
645,0.91015625
646,0.91484375
647,0.9078125
648,0.9140625
649,0.91171875
650,0.91640625
651,0.9171875
652,0.91171875
653,0.91484375
654,0.915625
655,0.9125
656,0.91171875
657,0.91015625
658,0.909375
659,0.91484375
660,0.9140625
661,0.9125
662,0.91171875
663,0.90703125
664,0.9140625
665,0.90703125
666,0.915625
667,0.91640625
668,0.91875
669,0.91640625
670,0.9140625
671,0.9171875
672,0.9140625
673,0.915625
674,0.9171875
675,0.91953125
676,0.921875
677,0.91875
678,0.91875
679,0.91796875
680,0.91953125
681,0.9171875
682,0.9125
683,0.91640625
684,0.915625
685,0.91328125
686,0.9171875
687,0.91328125
688,0.9140625
689,0.9171875
690,0.91484375
691,0.91875
692,0.92421875
693,0.91796875
694,0.91875
695,0.9171875
696,0.91640625
697,0.9125
698,0.9171875
699,0.9140625
