,0
0,1.1419264266853997
1,1.1334783991113988
2,1.125415259760123
3,1.1173664473684592
4,1.1091055659261233
5,1.1009822505951863
6,1.0931119398664793
7,1.085495754499873
8,1.0781025442104768
9,1.070939809043172
10,1.0640502905608633
11,1.0574849870195528
12,1.0512188039263883
13,1.0451175567783761
14,1.0390480298528733
15,1.0330024282020447
16,1.026948177717365
17,1.0209810138176425
18,1.0151415097006216
19,1.0092799714312626
20,1.0033628894892963
21,0.9974122824095858
22,0.9914414293405767
23,0.9854666025764212
24,0.9795448768024727
25,0.9738028975499831
26,0.9681119567867509
27,0.9625012120092974
28,0.956995463651558
29,0.9516310098609291
30,0.9464506817649783
31,0.9414888462293491
32,0.9368384223220866
33,0.9325261275013508
34,0.9285733520524212
35,0.925030324157657
36,0.9218202111719617
37,0.9189506721062434
38,0.9164397857231481
39,0.9142717635469548
40,0.9124408074795164
41,0.9109080436626218
42,0.9096275115303112
43,0.9085556453892825
44,0.9076332353395523
45,0.9068101772008214
46,0.9060186407626689
47,0.9052213130936256
48,0.904396729053785
49,0.9035172715183932
50,0.902571829631325
51,0.9015438548618439
52,0.9004325216716977
53,0.8992142736527478
54,0.8978661941212047
55,0.896378326511161
56,0.8947716274265517
57,0.8930748385908567
58,0.8912908326349036
59,0.8894483154992311
60,0.8875306881006076
61,0.8855544566989629
62,0.8835246304644787
63,0.8814510041153439
64,0.8793439121784098
65,0.8772322568317468
66,0.8751043265828461
67,0.8728794031924209
68,0.8705592497675443
69,0.8680956787721451
70,0.8654654444401851
71,0.8626375631858005
72,0.8595920609541349
73,0.8565298740559472
74,0.8533973252695721
75,0.8502067557443217
76,0.846951522200212
77,0.843641839797004
78,0.8402645854560277
79,0.8368248579599676
80,0.8333248608863739
81,0.8297690720940123
82,0.826185968829943
83,0.8226523690994523
84,0.8191456781245129
85,0.8156846033031029
86,0.8122380477194666
87,0.8088195190739141
88,0.8054296516565653
89,0.8020435579644494
90,0.79869334818941
91,0.7953997071059955
92,0.7921902617296057
93,0.7890441098107707
94,0.7859456982328348
95,0.7829011466049982
96,0.7799583387942949
97,0.7771110554612409
98,0.7743689902805981
99,0.7716514668108572
100,0.7689820721483411
101,0.7663715689447762
102,0.7638014055550907
103,0.7612632881528996
104,0.7587444912037276
105,0.7562121036027634
106,0.7536694097484655
107,0.7511112630011689
108,0.748547752152284
109,0.7459966932649523
110,0.7434407201989733
111,0.7408661250488292
112,0.7382709385608717
113,0.7356553206676656
114,0.7330019117324127
115,0.7303301163796259
116,0.727641063682301
117,0.7249226003434037
118,0.7221727619929414
119,0.7194202078965543
120,0.7166838492364658
121,0.7139614505037397
122,0.7112402972645478
123,0.7085259201381258
124,0.7058277456305234
125,0.7031099472038336
126,0.700369699625298
127,0.6976604956506004
128,0.6949840090771082
129,0.6923215664753289
130,0.6897105304848283
131,0.6871023230867805
132,0.6844951093491399
133,0.6818947442698948
134,0.6793266151991498
135,0.6767937404633021
136,0.6742926745250302
137,0.6718413946160312
138,0.66937875936699
