,0,1,2
0,0.7723166190170337,0.2268567921314425,0.0008265888515238309
1,0.9564432558225827,0.043545377959301045,1.1366218116056677e-05
2,0.8991722472865008,0.10064401892989207,0.0001837337836072524
3,0.9973861955955337,0.0026137750899905064,2.931447589670243e-08
4,0.8548155351577538,0.14453372598006178,0.0006507388621844561
5,0.8123568689226683,0.1852918352450175,0.0023512958323141167
6,0.3763285837391228,0.5720000402642145,0.0516713759966628
7,0.9448779535069393,0.05496776551550557,0.00015428097755523142
8,0.9368791374174074,0.06295467270672296,0.0001661898758696387
9,0.9959639329141063,0.004035764524352738,3.025615407342757e-07
10,0.9569012779940921,0.04300632883512197,9.239317078597445e-05
11,0.9813222983869334,0.018640719758948935,3.698185411747758e-05
12,0.9239369610860788,0.07573009363111917,0.0003329452828020218
13,0.9781978143755033,0.021758117777314408,4.406784718231792e-05
14,0.9994795442470765,0.0005204556547627661,9.816080943805188e-11
15,0.9586654128140377,0.04123316634499231,0.00010142084097004732
16,0.7104234418281802,0.2789091364216106,0.010667421750209254
17,0.9379588216008847,0.06177168078766354,0.0002694976114518636
18,0.924494448089025,0.07526975606842927,0.0002357958425456409
19,0.6238915297779599,0.3637772839042367,0.012331186317803444
20,0.9856568449953838,0.01428797992896463,5.5175075651665345e-05
21,0.9096043402743617,0.08967161975833338,0.0007240399673050153
22,0.9057768293453372,0.09369209976736209,0.0005310708873007921
23,0.8915859433990544,0.1083748530142,3.9203586745575565e-05
24,0.7204579748598279,0.19615956758520678,0.08338245755496541
25,0.9939362527216048,0.006062814016225385,9.332621698212933e-07
26,0.9694871632749422,0.03043649812952218,7.633859553552184e-05
27,0.9373488170285761,0.06238377361351493,0.00026740935790895256
28,0.9735853366686688,0.020705588442662327,0.0057090748886688214
29,0.6157816412886944,0.3710046704387988,0.013213688272506859
30,0.02427439665950737,0.9756992029833603,2.6400357132365318e-05
31,0.02559181616602962,0.9137300031206348,0.06067818071333549
32,0.0032385483479073322,0.9309239376836373,0.0658375139684553
33,0.0007630740894387702,0.9991389959989211,9.792991164000058e-05
34,0.058706719181575794,0.937460491680372,0.003832789138052204
35,0.0331383122864996,0.9562081821616889,0.010653505551811462
36,0.09120217532384474,0.9038545241549578,0.004943300521197465
37,0.00802374990708521,0.983460795017467,0.008515455075447698
38,0.020548855747221043,0.9274120916747265,0.052039052578052435
39,0.016286360587754893,0.8812703872298308,0.10244325218241446
40,0.9230490014564932,0.07684816369144003,0.00010283485206684803
41,0.044313335574484886,0.9532253585568045,0.0024613058687106277
